,station_number,mean_temp,mean_dew_point,mean_sealevel_pressure,mean_visibility,mean_wind_speed,max_sustained_wind_speed,max_temperature,total_precipitation,fog,rain,snow,hail,thunder,tornado,date,snow_tomorrow
9679,725315,68.5999984741211,62.79999923706055,997.2999877929688,7.900000095367432,16.200000762939453,26.0,62.599998474121094,1.0700000524520874,0,0,0,0,0,0,2007-10-18,0
9680,725316,70.69999694824219,61.79999923706055,996.7000122070312,8.899999618530273,14.800000190734863,22.0,64.4000015258789,0.7599999904632568,0,0,0,0,0,0,2007-10-18,0
9681,725314,71.0,60.79999923706055,996.2999877929688,8.899999618530273,11.100000381469727,15.0,62.099998474121094,0.8999999761581421,0,0,0,0,0,0,2007-10-18,0
9682,725330,69.5,61.400001525878906,1003.5999755859375,7.900000095367432,14.399999618530273,22.0,50.0,0.36000001430511475,0,0,0,0,0,0,2007-10-18,0
9683,725317,71.0999984741211,62.0,998.2000122070312,8.399999618530273,13.5,23.899999618530273,62.099998474121094,1.2400000095367432,0,0,0,0,0,0,2007-10-18,0
9684,725300,68.80000305175781,58.79999923706055,996.7999877929688,9.300000190734863,17.0,23.899999618530273,64.4000015258789,0.3400000035762787,0,0,0,0,0,0,2007-10-18,0
9685,725320,68.80000305175781,57.70000076293945,994.5,8.800000190734863,13.899999618530273,23.899999618530273,60.79999923706055,0.6000000238418579,0,0,0,0,0,0,2007-10-18,0
9686,725317,59.900001525878906,50.79999923706055,999.7000122070312,10.0,8.600000381469727,14.0,54.0,0.1599999964237213,0,0,0,0,0,0,2007-10-19,0
9687,725320,58.599998474121094,48.20000076293945,997.2999877929688,9.100000381469727,12.800000190734863,18.100000381469727,53.599998474121094,0.019999999552965164,0,0,0,0,0,0,2007-10-19,0
9688,725305,58.20000076293945,49.29999923706055,994.2000122070312,9.699999809265137,15.300000190734863,23.899999618530273,53.599998474121094,0.009999999776482582,0,0,0,0,0,0,2007-10-19,0
9689,725315,58.29999923706055,51.0,999.2000122070312,9.800000190734863,14.199999809265137,29.899999618530273,53.599998474121094,0.4399999976158142,0,0,0,0,0,0,2007-10-19,0
9690,725316,61.0,50.5,999.5999755859375,10.0,12.5,21.0,55.400001525878906,0.0,0,0,0,0,0,0,2007-10-19,0
9691,725327,58.29999923706055,51.70000076293945,996.2999877929688,9.100000381469727,14.699999809265137,25.100000381469727,53.599998474121094,1.0800000429153442,0,0,0,0,0,0,2007-10-19,0
9692,725300,59.099998474121094,49.0,993.7999877929688,9.600000381469727,14.399999618530273,20.0,53.599998474121094,0.009999999776482582,0,0,0,0,0,0,2007-10-19,0
